Portfolio,Date,Portfolio Return,Historical Benchmark Return,Active Return vs S&P500
Minimum_TE,2025-05-27,0.020115059346150117,0.020459018201495205,-0.00034395885534508827
Minimum_TE,2025-05-28,-0.010892042132464344,-0.005571185873944895,-0.0053208562585194494
Minimum_TE,2025-05-29,0.004951660348190701,0.004011174227950942,0.000940486120239759
Minimum_TE,2025-05-30,-0.0030167149193326857,-8.118846379590039e-05,-0.0029355264555367853
Minimum_TE,2025-06-02,0.008875240414209503,0.00410204188649943,0.004773198527710073
Minimum_TE,2025-06-03,0.013204419582466709,0.005800260784307065,0.0074041587981596435
Minimum_TE,2025-06-04,-0.0014449938471510662,7.369727504324963e-05,-0.0015186911221943158
Minimum_TE,2025-06-05,-0.0018175607217181164,-0.005277340930292529,0.0034597802085744125
Minimum_TE,2025-06-06,0.009633525503589124,0.010280672806559643,-0.0006471473029705192
Minimum_TE,2025-06-09,0.005970531368771901,0.0009199448033119229,0.0050505865654599785
Minimum_TE,2025-06-10,0.004053324653296666,0.005482960032501483,-0.0014296353792048163
Minimum_TE,2025-06-11,-2.5315017173179305e-05,-0.002743918089822439,0.00271860307264926
Minimum_TE,2025-06-12,0.006162417954761691,0.0038224979409655635,0.002339920013796127
Minimum_TE,2025-06-13,-0.012525250984846633,-0.01129645375054178,-0.0012287972343048535
Minimum_TE,2025-06-16,0.013192269716833915,0.009392719053299414,0.0037995506635345004
Minimum_TE,2025-06-17,-0.010254700659160995,-0.008352242873078675,-0.0019024577860823205
Minimum_TE,2025-06-18,0.002093980787860769,-0.00030922389816012696,0.002403204686020896
Minimum_TE,2025-06-20,-0.0032087937372511045,-0.002178612810510794,-0.0010301809267403107
Minimum_TE,2025-06-23,0.012973249910047035,0.009606490790637912,0.0033667591194091236
Minimum_TE,2025-06-24,0.011435324052607538,0.011121677894565751,0.000313646158041787
Minimum_TE,2025-06-25,0.0005542769013224088,-3.282897091061443e-06,0.0005575597984134702
Minimum_TE,2025-06-26,0.015854454238899234,0.008020143922681022,0.007834310316218212
Minimum_TE,2025-06-27,0.0004740580176048224,0.005219002706390752,-0.004744944688785929
Minimum_TE,2025-06-30,0.003372974482317328,0.0051643671625301035,-0.0017913926802127756
Minimum_TE,2025-07-01,0.00811445303524556,-0.0011184618731818752,0.009232914908427436
Minimum_TE,2025-07-02,0.014731942024126024,0.004745071401949907,0.009986870622176116
