Date,Portfolio,Factor,Total Variance Contribution Daily,Total Variance Contribution Pct
2019-04-30,Minimum_TE,Sector_Real_Estate,-2.893684686405808e-07,-0.006084096963933057
2019-04-30,Minimum_TE,Sector_Technology,-6.278987630866654e-07,-0.013201842536955532
2019-04-30,Minimum_TE,Sector_Utilities,-2.140043708488376e-07,-0.004499534275681695
2019-04-30,Minimum_TE,Size,3.488428856578228e-07,0.007334572254852662
2019-04-30,Minimum_TE,Nonlinear_Size,-3.736220573393665e-08,-0.0007855565035803203
2019-04-30,Minimum_TE,Momentum,-1.108629661882686e-08,-0.000233094171997172
2019-04-30,Minimum_TE,Residual_Volatility,2.686519918659855e-07,0.00564852409713167
2019-04-30,Minimum_TE,Liquidity,8.378125908634469e-08,0.0017615371378795553
2019-04-30,Minimum_TE,Book_to_Price,1.2635453497553867e-08,0.00026566586409202113
2019-04-30,Minimum_TE,Earnings_Yield,1.20374359176655e-07,0.002530922863305249
2019-04-30,Minimum_TE,Leverage,4.078106996624357e-08,0.0008574395998748029
2019-04-30,Minimum_TE,Dividend_Yield,2.936359480387805e-07,0.00617382256040944
2019-04-30,MVO,Market,4.3876065513864744e-05,0.5742683913710853
2019-04-30,MVO,Sector_Basic_Materials,5.995334736251287e-06,0.07846946152521944
2019-04-30,MVO,Sector_Communication_Services,-1.7291304888985433e-06,-0.02263158678201635
2019-04-30,MVO,Sector_Consumer_Cyclical,-4.3258972670900437e-07,-0.005661916208105222
2019-04-30,MVO,Sector_Consumer_Defensive,4.3512171979568935e-06,0.05695055998098329
2019-04-30,MVO,Sector_Energy,8.55954330043316e-06,0.11203090123150677
2019-04-30,MVO,Sector_Financial_Services,1.6405710481842666e-05,0.2147248359069579
2019-04-30,MVO,Sector_Healthcare,-3.220328170812716e-05,-0.42149008956949957
2019-04-30,MVO,Sector_Industrials,1.7786065469223432e-05,0.23279150229648904
2019-04-30,MVO,Sector_Real_Estate,-5.975869062765934e-07,-0.007821468660708425
2019-04-30,MVO,Sector_Technology,-1.309268885299758e-05,-0.171362616002047
2019-04-30,MVO,Sector_Utilities,7.214904491342989e-06,0.09443170319887241
2019-04-30,MVO,Size,4.6923366075592414e-07,0.0061415274223783674
2019-04-30,MVO,Nonlinear_Size,8.613029411599838e-09,0.00011273094994053875
2019-04-30,MVO,Momentum,6.697479026496556e-07,0.008765942118425327
2019-04-30,MVO,Residual_Volatility,-2.0849082962591272e-07,-0.0027288156297209827
2019-04-30,MVO,Liquidity,1.2135836575104881e-06,0.01588389311189628
2019-04-30,MVO,Book_to_Price,3.8293500774380203e-07,0.005012014370960792
2019-04-30,MVO,Earnings_Yield,3.0263711551983133e-09,3.961041799516869e-05
2019-04-30,MVO,Leverage,1.7721311811967241e-06,0.023194397920725134
2019-04-30,MVO,Dividend_Yield,5.591294153644669e-07,0.007318120851746471
2019-05-31,Original,Market,5.149271778556123e-05,0.7728129989629133
2019-05-31,Original,Sector_Basic_Materials,-3.6358299358095215e-06,-0.05456726227023848
2019-05-31,Original,Sector_Communication_Services,5.702818688225561e-07,0.008558904253884893
2019-05-31,Original,Sector_Consumer_Cyclical,2.828870867477767e-06,0.042456259307939025
2019-05-31,Original,Sector_Consumer_Defensive,-7.944084122242361e-07,-0.011922640207282408
2019-05-31,Original,Sector_Energy,-6.7906363369371585e-06,-0.10191522720299041
2019-05-31,Original,Sector_Financial_Services,-1.715231552652929e-05,-0.25742537918501845
2019-05-31,Original,Sector_Healthcare,1.956974029456974e-05,0.2937065732081551
2019-05-31,Original,Sector_Industrials,-8.819808643526134e-06,-0.1323694506952925
2019-05-31,Original,Sector_Real_Estate,9.003507659203188e-06,0.13512644223345763
2019-05-31,Original,Sector_Technology,1.3292784325358342e-05,0.19950076361919925
