Date,Portfolio,Predicted Total Risk,Predicted Proxy Tracking Error,Systematic Risk,Idiosyncratic Risk,Proxy Active Systematic Risk,Proxy Active Idiosyncratic Risk,Proxy Benchmark Idiosyncratic Variance Daily,Turnover
2021-12-31,Minimum_TE,0.16052142629255675,0.07302578719839478,0.1510137066015516,0.05442415564303423,0.04798575040793886,0.055046647070754774,1.558216556808261e-06,0.4855777887314483
2021-12-31,MVO,0.21112137978901072,0.13618677643627375,0.1979822756622403,0.07331613415624422,0.11491773237994268,0.07308045471092446,1.558216556808261e-06,0.47571392832508996
2022-01-31,Original,0.24651499532306487,0.1793327748047871,0.24232277585561826,0.04526936293740475,0.17305612759547262,0.047029999158451956,1.4507516268657695e-06,0.42857142857142855
2022-01-31,Minimum_TE,0.18707518502206363,0.08730609466699372,0.1796742190986078,0.05209894281408044,0.06930944124151169,0.05309006988874198,1.4507516268657695e-06,0.5581096012391242
2022-01-31,MVO,0.24651499532307541,0.17234540603016893,0.2372436242789476,0.06697093144137564,0.15865627057359008,0.0673136448826207,1.4507516268657695e-06,0.42027534233205577
2022-02-28,Original,0.2264645944041237,0.14438077146212833,0.22052869237177564,0.051510274309296764,0.13459299047623155,0.052254512557906106,1.4765861079238661e-06,0.38095238095238093
2022-02-28,Minimum_TE,0.17651068692335237,0.06841244132109751,0.1689183197903227,0.051211559606869954,0.04483502332071549,0.051672844041561215,1.4765861079238661e-06,0.6586439295636923
2022-02-28,MVO,0.22646459470057143,0.14828255415815356,0.21619342559937607,0.0674285946798621,0.13229057550601195,0.06698447208087778,1.4765861079238661e-06,0.5228675691599125
2022-03-31,Original,0.25617854179209243,0.20872350099720413,0.2502862240249523,0.054628301621542766,0.201834151281994,0.053183411368649895,1.6192036637241132e-06,0.42857142857142855
2022-03-31,Minimum_TE,0.2005227778059615,0.10364558930357651,0.18756064281726595,0.07092524011233925,0.07912987349522967,0.06693931059336215,1.6192036637241132e-06,0.6984956384157694
2022-03-31,MVO,0.25617854179209015,0.1941721764750377,0.2405258971224266,0.08817447526452049,0.17297445208972212,0.08821945953877529,1.6192036637241132e-06,0.4918403359222101
2022-04-30,Original,0.2462534683390418,0.18929721637762276,0.24154167856086256,0.04794150797595351,0.18327579883294798,0.04736473044852362,1.512385736831598e-06,0.42857142857142855
2022-04-30,Minimum_TE,0.19503111075328816,0.08924521066714054,0.18517519095921628,0.06121505382566559,0.06791463104318346,0.0578991409028714,1.512385736831598e-06,0.6099705423678696
2022-04-30,MVO,0.24625346833904366,0.1947849995039408,0.23703630923503083,0.06674248102403167,0.18261683848074547,0.06776641007938619,1.512385736831598e-06,0.3626368441359699
2022-05-31,Original,0.2646837270021464,0.18367266938800778,0.2598885807972691,0.050153772649004946,0.17695281164657353,0.049227552554323394,1.4583543819183647e-06,0.42857142857142855
2022-05-31,Minimum_TE,0.20173283718426532,0.08174469782943929,0.19263572642018909,0.059896698615026944,0.05779448121521979,0.057809978068582096,1.4583543819183647e-06,0.6808204356177338
2022-05-31,MVO,0.2646837270021461,0.1788216925899992,0.25460774234126193,0.07233514277052469,0.1629871973955206,0.07356881965823413,1.4583543819183647e-06,0.6495290494727939
2022-06-30,Original,0.2838785132916939,0.2243479438455778,0.2796384717487306,0.04888082882620561,0.21893041043997266,0.0490048496816757,1.4561855075306574e-06,0.38095238095238093
2022-06-30,Minimum_TE,0.2069799254437594,0.10959421028814222,0.19579830321112446,0.0671097161098806,0.08799420417481484,0.06532925041910809,1.4561855075306574e-06,0.7708831170890024
2022-06-30,MVO,0.283878513291695,0.2303099314949878,0.27572666516663347,0.06754122019026773,0.21961720554646105,0.0693609946092864,1.4561855075306574e-06,0.6859754084781189
2022-07-31,Original,0.27154856881319883,0.1902268496315617,0.2671684164174715,0.04857635735084606,0.18381425195210072,0.04897524987213872,1.7357034587959838e-06,0.38095238095238093
2022-07-31,Minimum_TE,0.21382772087866042,0.08370132785671897,0.20463271228786803,0.062030212621535775,0.0576006608584115,0.06072953279626167,1.7357034587959838e-06,0.7878852132928567
2022-07-31,MVO,0.2715485688131997,0.1963778119611832,0.2623043188653206,0.07025005002914411,0.18419091758762166,0.06810250295614542,1.7357034587959838e-06,0.5815358904521823
2022-08-31,Original,0.29217625987105716,0.22245180172798018,0.2876851320312754,0.051031672913859856,0.2164984942735952,0.051119527279608785,1.6702568296764603e-06,0.3333333333333333
2022-08-31,Minimum_TE,0.23319956210898113,0.10742002461064022,0.22239155628930077,0.07017144333019887,0.08313000784876762,0.06803281180735062,1.6702568296764603e-06,0.6677123204862685
2022-08-31,MVO,0.29217625989063173,0.2297771819589115,0.282870595562358,0.07315184898466245,0.21858398432350665,0.07084204363398712,1.6702568296764603e-06,0.3624982686832988
2022-09-30,Original,0.23629322633836236,0.16227921629835537,0.23109456164013972,0.049292924378091234,0.15357191209502224,0.05244246235530111,1.764650938339862e-06,0.5909090909090908
