Ticker,Weight
KEYS,0.1
CAT,0.1
HII,0.1
CHRW,0.1
FITB,0.1
APH,0.09999999999999999
AES,0.08898409521040018
NEM,0.08159616760844096
GLW,0.06472779209873537
AMD,0.02854592577371418
MPWR,0.026320913011598748
INTC,0.022750953214653778
ALB,0.020534176598243616
APP,0.020085296391279702
CEG,0.018469649659690675
GEV,0.012308971837804893
LRCX,0.007909233291025832
FCX,0.007766825304412085
SNDK,2.9932041355670843e-18
STX,2.9156833119193795e-18
CIEN,1.154005161523217e-18
WDC,0.0
TER,0.0
FIX,0.0
MU,0.0
