Date,Portfolio Return,Historical Benchmark Return,Active Return vs S&P500
2025-02-27,-0.029158215144274437,-0.01586451446090209,-0.013293700683372347
2025-02-28,0.01735795499270485,0.015854114170776867,0.0015038408219279834
2025-03-03,-0.02950372421552667,-0.017596775547904953,-0.011906948667621719
2025-03-04,-0.013619501470104873,-0.012234773630190987,-0.0013847278399138855
2025-03-05,0.01843793794537948,0.011159281084776262,0.0072786568606032186
2025-03-06,-0.03947233966963677,-0.017819030128555013,-0.02165330954108176
2025-03-07,0.01875539856854241,0.005520587189728143,0.013234811378814267
2025-03-10,-0.028719266099602143,-0.026973068524487775,-0.0017461975751143673
2025-03-11,-0.002298940302776509,-0.007567823658488071,0.005268883355711562
2025-03-12,0.017849567794415568,0.004886873280486537,0.012962694513929032
2025-03-13,-0.0029129309291493484,-0.013891022092047178,0.01097809116289783
2025-03-14,0.03627956115803471,0.021265883307494793,0.01501367785053992
2025-03-17,0.028848258891425487,0.006416099479689574,0.022432159411735913
2025-03-18,-0.012783659918267234,-0.010653519220738983,-0.0021301406975282513
2025-03-19,0.015068934780256284,0.010798516740105457,0.004270418040150827
2025-03-20,-0.003261723488452351,-0.002184910374623983,-0.001076813113828368
2025-03-21,-0.007915921830660862,0.0008246672635350283,-0.00874058909419589
2025-03-24,0.026795972136892877,0.017646041682840563,0.009149930454052314
2025-03-25,-0.003461917971368168,0.0015743198608773046,-0.005036237832245473
2025-03-26,-0.025424258653463122,-0.01115698545004451,-0.014267273203418612
2025-03-27,-0.020682162436839936,-0.0033069570393192693,-0.017375205397520667
2025-03-28,-0.02217879045192577,-0.019737200328104554,-0.0024415901238212176
2025-03-31,-0.0047480186355195785,0.0055384935154294546,-0.010286512150949032
2025-04-01,0.007101200547708338,0.003781284246727745,0.003319916300980593
2025-04-02,0.015955143552377496,0.006728125160880394,0.009227018391497102
2025-04-03,-0.10048429372835603,-0.04839560075260485,-0.05208869297575118
2025-04-04,-0.08923686653262454,-0.05974961641947041,-0.02948725011315413
2025-04-07,0.0223953620550573,-0.0023314571311449095,0.02472681918620221
2025-04-08,-0.024063034903541006,-0.015700528421156545,-0.008362506482384461
2025-04-09,0.1396676474501073,0.09515390034057347,0.04451374710953382
2025-04-10,-0.05991222121677293,-0.034607561069471604,-0.025304660147301324
2025-04-11,0.02111308180234784,0.018092083408471682,0.003020998393876158
2025-04-14,0.011596906058802915,0.007944646639420183,0.0036522594193827314
2025-04-15,-0.00039031707120906295,-0.0017277195396940837,0.0013374024684850206
2025-04-16,-0.021368667230923982,-0.022408428964001637,0.0010397617330776543
2025-04-17,0.0038552778488919917,0.0013268381447011368,0.002528439704190855
2025-04-21,-0.02530497117355999,-0.023567493895167213,-0.0017374772783927753
2025-04-22,0.023791024596028162,0.02511728897677501,-0.0013262643807468479
2025-04-23,0.03168666625428935,0.016661119264111734,0.015025546990177614
2025-04-24,0.04770147229457248,0.02025908412793509,0.02744238816663739
2025-04-25,0.0050934773959061186,0.007373144179245283,-0.002279666783339165
2025-04-28,0.0024067227931938856,0.0006406996295162948,0.0017660231636775908
2025-04-29,0.001359086157681544,0.0058023965634184105,-0.004443310405736867
2025-04-30,0.0012367501812624174,0.0014799948928487794,-0.00024324471158636198
2025-05-01,0.013520179647046682,0.006299088176460632,0.00722109147058605
2025-05-02,0.03041338063464779,0.014726612825518126,0.015686767809129663
2025-05-05,-0.0012070147548164866,-0.0063815906321273985,0.005174575877310912
2025-05-06,-0.0010063526060371368,-0.007693287885062627,0.006686935279025491
2025-05-07,0.004958738242166997,0.004346422539330819,0.0006123157028361786
2025-05-08,0.017662563808222495,0.005799747126763233,0.011862816681459262
2025-05-09,0.004856406591479496,-0.0007115188367108338,0.00556792542819033
2025-05-12,0.05283819504353476,0.03255882160670387,0.020279373436830887
2025-05-13,0.024317776875491595,0.007248224304822415,0.01706955257066918
2025-05-14,-0.00440672730017436,0.001024369112638146,-0.005431096412812506
2025-05-15,-0.003616600684925237,0.004132315556174104,-0.007748916241099342
2025-05-16,0.006075447928192467,0.0070053220166539365,-0.0009298740884614697
2025-05-19,-0.002697692568864576,0.000876077054501545,-0.003573769623366121
2025-05-20,-0.0027640646905600927,-0.0038802065866255786,0.0011161418960654859
2025-05-21,-0.02175598350852789,-0.016135114115741978,-0.005620869392785912
2025-05-22,-0.0016153270505262051,-0.0004448543187653975,-0.0011704727317608076
2025-05-23,0.001935078704442805,-0.006708307585916562,0.008643386290359368
2025-05-27,0.027912131577252593,0.020459018201495205,0.007453113375757388
2025-05-28,-0.005475548293889579,-0.005571185873944895,9.563758005531626e-05
2025-05-29,0.0008191654234105661,0.004011174227950942,-0.003192008804540376
2025-05-30,-0.010134846653878996,-8.118846379590039e-05,-0.010053658190083095
2025-06-02,0.013419306620463313,0.00410204188649943,0.009317264733963883
2025-06-03,0.01876993654119581,0.005800260784307065,0.012969675756888746
2025-06-04,0.0066140897969516575,7.369727504324963e-05,0.006540392521908408
2025-06-05,-0.00792705229508878,-0.005277340930292529,-0.0026497113647962513
2025-06-06,0.009986738022287483,0.010280672806559643,-0.00029393478427216027
2025-06-09,0.011038200416372188,0.0009199448033119229,0.010118255613060265
2025-06-10,0.00468493240503634,0.005482960032501483,-0.000798027627465143
2025-06-11,-0.0034566062121911315,-0.002743918089822439,-0.0007126881223686924
2025-06-12,0.00460344389282279,0.0038224979409655635,0.0007809459518572266
2025-06-13,-0.014434420364143835,-0.01129645375054178,-0.0031379666136020553
2025-06-16,0.02486850011923287,0.009392719053299414,0.015475781065933454
2025-06-17,-0.007768039432623839,-0.008352242873078675,0.000584203440454836
2025-06-18,0.003981645826071016,-0.00030922389816012696,0.004290869724231143
2025-06-20,-0.006177553343462953,-0.002178612810510794,-0.003998940532952159
2025-06-23,0.013651160056923852,0.009606490790637912,0.00404466926628594
2025-06-24,0.024563354689591466,0.011121677894565751,0.013441676795025715
2025-06-25,-0.0007614899037327263,-3.282897091061443e-06,-0.0007582070066416649
2025-06-26,0.017255718650317713,0.008020143922681022,0.00923557472763669
2025-06-27,0.0007402571221190254,0.005219002706390752,-0.004478745584271727
2025-06-30,0.0005018248322595164,0.0051643671625301035,-0.004662542330270587
2025-07-01,-0.0020422360600296985,-0.0011184618731818752,-0.0009237741868478233
2025-07-02,0.016458210443999484,0.004745071401949907,0.011713139042049577
2025-07-03,0.0060187140271893555,0.00833892687501403,-0.0023202128478246745
2025-07-07,-0.009573198235362923,-0.00786227873904155,-0.0017109194963213729
2025-07-08,0.005447341374169792,-0.0007158931489344988,0.006163234523104291
2025-07-09,0.011478461997025166,0.0060621442064277,0.005416317790597466
2025-07-10,0.010130351424278868,0.00274617371784025,0.007384177706438618
2025-07-11,-0.003068780488021763,-0.0032975291618766445,0.0002287486738548816
2025-07-14,0.0011015321728773402,0.0014074044490595128,-0.0003058722761821726
2025-07-15,-0.004197102581684526,-0.003956251515499609,-0.00024085106618491718
2025-07-16,-0.0009981355796966215,0.003193588478737075,-0.004191724058433696
2025-07-17,0.008631668586584831,0.005373820585277134,0.0032578480013076977
2025-07-18,0.0068539133462715675,-9.051412020266714e-05,0.006944427466474235
2025-07-21,0.0013244081377014408,0.0013991255862113583,-7.471744850991754e-05
2025-07-22,-0.0042103960624543125,0.0006375285460542557,-0.004847924608508568
2025-07-23,0.01840010804483018,0.007811880905664648,0.010588227139165532
2025-07-24,0.002535963809831632,0.000698232873244109,0.001837730936587523
2025-07-25,0.012195074242293168,0.003974321701619488,0.00822075254067368
2025-07-28,-0.0020555903634534543,0.00017687645570885202,-0.0022324668191623064
2025-07-29,0.001445671695246693,-0.0029594179446209568,0.004405089639867649
2025-07-30,0.005875613768865206,-0.001249438851269713,0.007125052620134919
2025-07-31,0.013909415019922256,-0.0036948561190650597,0.017604271138987316
2025-08-01,-0.012826629781258661,-0.01599207494727417,0.0031654451660155097
2025-08-04,0.021014560168041294,0.01473707159815385,0.006277488569887444
